"all _ image _ url","Occurrence status assumed to be present","Basis of record badly formed","Coordinate precision not valid","Country inferred from coordinates","Data are generalised","Coordinates converted to WGS84","First of the century","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Collector name unparseable","Coordinate uncertainty not valid","Supplied country not recognised","Collection code not recognised","Institution code not recognised"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"73ea74e7-d273-4f88-a7ef-4271d134795a","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","true","false","false","false","true","true","true","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","true","false","true","true","false","false","false","false","false","true","true","false","false","false","true","true"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","true","false","false","true","true","true","true","false","false","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","true","false","false","false","true","true","true","false","false","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"b1cb6ed3-403b-4909-8440-1ef715e2f9d5","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","false","false","false","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"0b02baf2-7335-43cc-8e24-9fc195f74c37","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"f17ab71f-8f01-499f-ae64-565b0540ed33","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","false","false","true","false","false","false","false","false","false"
"ec3406ef-18cf-4628-b189-00998c78230e","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"5c9427f0-4866-4375-b653-f8c3ac87a782","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"83037a2e-676b-4b26-8c13-c3a6d5a6f111","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"faea10ae-5636-4867-8767-4877485ff9f6","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","true","false","false","false","false","true","true","false","false","false","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false","true","true","false","false","false","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false","true","false","false"
"","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false","false","false"
