"all _ image _ url","Occurrence status assumed to be present","Basis of record badly formed","Coordinate precision not valid","Coordinates dont match supplied country","Country inferred from coordinates","Data are generalised","Coordinates converted to WGS84","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Collector name unparseable","Unrecognized geodetic datum"
"","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"aaf48735-3dc4-418e-8ee8-55f8fef5cc13","false","false","false","false","true","false","false","true","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"93f62d67-2dd1-48a5-a81e-04a9c7834bee","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"962429b8-4185-49c4-804c-ab92737b1109","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"671b167f-32d8-4734-9f83-691e0f1d5bca","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"4471b979-dce7-4ee0-b14a-54f35cae2f49","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"cb8a96c4-05d9-4145-8341-acdb5ba6e826","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"a70b6717-f108-4841-a328-b74eb3e11c3a","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"90c504a1-45aa-4bad-902c-ae841db0832b","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"ee8dd68b-08eb-4586-8aeb-052637986051","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"832861dc-9c9b-4146-a60e-94a2487ede09","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"e1196704-5c6f-4e40-b6b8-6ba151c797d4","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"393cc608-8205-402f-a388-1e57ae0a8992","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"6c764294-69f5-4520-a326-4e54b4849c0a","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"495ba37d-1212-4072-a05b-9057b00495ea","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"7b5c59fe-80ab-44b6-98db-532cc7a6befb","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"e85277b0-6a46-46b2-a52d-c415cdff252c","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"dac8bc6e-12b8-45b9-9c03-80288eaf6d6a","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"f16a44c7-b662-4806-873c-c095118f1f30","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"73425936-60cf-42a6-84cb-e0ce0f1f00cd","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"0642d905-c6c2-42b0-bd4f-96960727cdc3","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"ef5da830-fcc1-4771-8a69-e2c983484c5a","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"2ff29d53-c23e-4c0a-84f9-9dd9bacdc551","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"70a4d1d4-aad1-4af5-ac23-e6b51225935a","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"4a5c7c35-5ce1-42cf-962d-de17242c9b7b","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"1890d08a-5c3d-4821-84d4-b48331e6b0e9","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"62911311-eebb-4ddc-a287-cb83c2258085","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"c84823b9-e8be-408d-952b-49042ca3de48","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"3e680921-b744-4d46-a56d-b30280829595","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"58d7beb8-abbd-4b80-b549-6ad426dfeb5e","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"7f91af79-f43a-47ec-acd1-2684e624b69f","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"1dd714a5-a94e-483e-889a-8fbbfab08a75","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"5909a3c6-b81a-47f5-80dd-241e38c0747c","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"048c32b4-77b9-4675-ae32-62383ccd4b76","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"03efb45f-4c99-45d5-9fc2-c3ff39dcea5b","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"d5e6b705-9607-496f-938f-afcd3e57ee97","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"5932abcf-5abd-45d9-9e3f-b3ffdc14278e","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"1fc070e2-caf5-4827-80ef-925e4f0e9651","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"147910f3-5aee-44f7-ac57-3f9671fb1e9e","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"0c352d81-fe06-41ad-854e-03f25ad0a660","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"e7adb94a-5489-4f3e-938f-d4ab4b4af669","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false"
"8ff6b60f-8f6e-4f36-8383-6c1c4ba814de","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"9a287d59-fe2f-455a-84eb-ee8c50931dde","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"e6b5fd6d-4465-42e3-8c40-f08c5f6b18bc","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"ea872137-e0f3-4765-869b-9a638efd9cd6","true","false","false","false","false","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"b2c9ee74-2883-4e67-8574-908cd82e35a0","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
